Cuanexo,Submodalidad
020119400,Nivel inicial
020119500,Nivel inicial
020119500,Primaria
020119500,Secundaria
020119600,Nivel inicial
020119600,Primaria
020119600,Secundaria
020119700,Primaria
020119800,Secundaria
020119900,Nivel inicial
020120100,Nivel inicial
020120101,Nivel inicial
020120102,Nivel inicial
020120103,Nivel inicial
020120200,Primaria
020120400,Nivel inicial
020120400,Primaria
020120400,Secundaria
020120600,Nivel inicial
020120600,Primaria
020120600,Secundaria
020120800,Primaria
020120900,Nivel inicial
020120900,Primaria
020120900,Secundaria
020121100,Nivel inicial
020121101,Nivel inicial
020121102,Nivel inicial
020121200,Primaria
020121300,Primaria
020121400,Primaria
020121400,Secundaria
020121400,No Universitario
020121401,Nivel inicial
020121500,Primaria
020121600,Secundaria
020121700,Nivel inicial
020121700,Primaria
020121700,Secundaria
020121800,Nivel inicial
020121800,Primaria
020121800,Secundaria
020122000,Nivel inicial
020122000,Primaria
020122000,Secundaria
020122100,Nivel inicial
020122100,Primaria
020122100,Secundaria
020122200,Secundaria
020122400,No Universitario
020122500,Nivel inicial
020122500,Primaria
020122500,Secundaria
020122500,No Universitario
020122800,Secundaria
020122900,Nivel inicial
020122900,Primaria
020122900,Secundaria
020123000,Secundaria
020123100,Secundaria
020123200,Secundaria
020123300,Nivel inicial
020123300,Primaria
020123300,Secundaria
020123400,Secundaria
020123700,Primaria
020123900,Nivel inicial
020123900,Primaria
020123900,Secundaria
020123900,No Universitario
020124000,Primaria
020124300,Primaria
020124500,Secundaria
020124700,Secundaria
020124800,Nivel inicial
020124800,Primaria
020124800,Secundaria
020125000,Secundaria
020125100,Nivel inicial
020125100,Primaria
020125100,Secundaria
020125200,Nivel inicial
020125200,Primaria
020125200,Secundaria
020125300,Secundaria
020125400,Primaria
020125500,Primaria
020125600,Nivel inicial
020125600,Primaria
020126000,Primaria
020126100,Primaria
020126200,Primaria
020126300,Primaria
020126400,Primaria
020126500,Primaria
020126600,Nivel inicial
020126600,Primaria
020126600,Secundaria
020126700,Secundaria
020126800,Nivel inicial
020126800,Primaria
020126800,Secundaria
020126900,Nivel inicial
020126900,Primaria
020126900,Secundaria
020127000,Nivel inicial
020127000,Primaria
020127000,Secundaria
020127100,Secundaria
020127200,Primaria
020127300,Nivel inicial
020127600,Nivel inicial
020127600,Primaria
020127600,Secundaria
020127800,Nivel inicial
020127802,Nivel inicial
020127900,Primaria
020128000,Nivel inicial
020128000,Primaria
020128000,Secundaria
020128100,Secundaria
020128400,No Universitario
020128700,No Universitario
020128800,Secundaria
020129000,Nivel inicial
020129000,Primaria
020129000,Secundaria
020129100,Primaria
020129200,Primaria
020129400,Primaria
020129500,Nivel inicial
020129600,Nivel inicial
020129600,Primaria
020129700,Nivel inicial
020129700,Primaria
020129700,Secundaria
020129700,No Universitario
020129800,Secundaria
020129900,Nivel inicial
020129900,Primaria
020129900,Secundaria
020130000,Nivel inicial
020130000,Primaria
020130000,Secundaria
020130100,Primaria
020130200,Primaria
020130300,Secundaria
020130400,Nivel inicial
020130400,Primaria
020130400,Secundaria
020130500,Nivel inicial
020130500,Primaria
020130500,Secundaria
020130600,Nivel inicial
020130600,Primaria
020130600,Secundaria
020130700,Nivel inicial
020130705,Nivel inicial
020130706,Nivel inicial
020130707,Nivel inicial
020130708,Nivel inicial
020130800,Primaria
020130900,Nivel inicial
020131000,Nivel inicial
020131000,Primaria
020131100,Nivel inicial
020131200,Primaria
020131300,Nivel inicial
020131400,Nivel inicial
020131400,Primaria
020131400,Secundaria
020131800,Secundaria
020131900,Nivel inicial
020131900,Primaria
020131900,Secundaria
020132000,Primaria
020132100,Primaria
020132200,Primaria
020132300,Nivel inicial
020132300,Primaria
020132300,Secundaria
020132500,Nivel inicial
020132501,Nivel inicial
020132502,Nivel inicial
020132503,Nivel inicial
020132600,Primaria
020132800,Nivel inicial
020132800,Primaria
020132800,Secundaria
020132801,No Universitario
020132900,No Universitario
020132901,Nivel inicial
020133000,Primaria
020133100,Secundaria
020133100,No Universitario
020133200,Secundaria
020133400,Nivel inicial
020133400,Primaria
020133400,Secundaria
020133500,Nivel inicial
020133500,Primaria
020133500,Secundaria
020133600,Secundaria
020133700,Nivel inicial
020133700,Primaria
020133700,Secundaria
020133900,Nivel inicial
020133900,Primaria
020133900,Secundaria
020134000,Primaria
020134100,Nivel inicial
020134100,Primaria
020134200,Nivel inicial
020134200,Primaria
020134200,Secundaria
020134300,Primaria
020134400,Primaria
020134500,Primaria
020134500,Secundaria
020134600,Nivel inicial
020134600,Primaria
020134600,Secundaria
020134700,Primaria
020134800,Secundaria
020135100,Primaria
020135200,Secundaria
020135300,Primaria
020135400,Primaria
020135500,Primaria
020135700,Primaria
020136000,No Universitario
020136100,No Universitario
020136400,Primaria
020136500,Primaria
020136600,Primaria
020136700,Primaria
020136800,Primaria
020136900,Nivel inicial
020136901,Nivel inicial
020136902,Nivel inicial
020136903,Nivel inicial
020137000,Nivel inicial
020137000,Primaria
020137000,Secundaria
020137100,Nivel inicial
020137200,Nivel inicial
020137201,Nivel inicial
020137202,Nivel inicial
020137203,Nivel inicial
020137300,Nivel inicial
020137300,Primaria
020137300,Secundaria
020137400,Primaria
020137500,Primaria
020137800,No Universitario
020138100,Nivel inicial
020138100,Primaria
020138100,Secundaria
020138400,Secundaria
020138600,Secundaria
020138601,Primaria
020138602,Nivel inicial
020139100,Nivel inicial
020139100,Primaria
020139100,Secundaria
020139200,Primaria
020139300,No Universitario
020139400,Primaria
020139500,Primaria
020139700,Nivel inicial
020139700,Primaria
020139700,Secundaria
020139800,Primaria
020139900,Primaria
020140000,Nivel inicial
020140100,Primaria
020140200,Primaria
020140300,Nivel inicial
020140300,Primaria
020140400,Nivel inicial
020140400,Primaria
020140400,Secundaria
020140500,Nivel inicial
020140600,Nivel inicial
020140600,Primaria
020140800,Nivel inicial
020140800,Primaria
020140800,Secundaria
020140900,Nivel inicial
020140903,Nivel inicial
020140905,Nivel inicial
020141000,Secundaria
020141100,No Universitario
020141400,No Universitario
020141600,Secundaria
020141900,Secundaria
020142000,No Universitario
020142200,Secundaria
020143100,Nivel inicial
020143100,Primaria
020143100,Secundaria
020143200,No Universitario
020143300,Primaria
020143400,Primaria
020143500,Primaria
020143600,Primaria
020144000,Nivel inicial
020144100,Nivel inicial
020144101,Nivel inicial
020144102,Nivel inicial
020144103,Nivel inicial
020144200,Primaria
020144600,Secundaria
020144800,Secundaria
020144900,Primaria
020145300,No Universitario
020145600,Secundaria
020145700,Secundaria
020145900,No Universitario
020146700,Secundaria
020146800,Primaria
020146900,Nivel inicial
020147100,Nivel inicial
020147101,Nivel inicial
020147200,Nivel inicial
020147200,Primaria
020147200,Secundaria
020147300,Nivel inicial
020147300,Primaria
020147300,Secundaria
020147400,Nivel inicial
020147400,Primaria
020147400,Secundaria
020147500,Secundaria
020147600,Nivel inicial
020147600,Primaria
020147600,Secundaria
020147800,Nivel inicial
020147801,Nivel inicial
020147802,Nivel inicial
020147900,Nivel inicial
020147900,Primaria
020147900,Secundaria
020147900,No Universitario
020148000,Nivel inicial
020148000,Primaria
020148000,Secundaria
020148200,Nivel inicial
020148200,Primaria
020148200,Secundaria
020148300,Nivel inicial
020148300,Primaria
020148300,Secundaria
020148300,No Universitario
020148500,Nivel inicial
020148500,Primaria
020148500,Secundaria
020148600,Primaria
020148700,Nivel inicial
020148900,Nivel inicial
020148900,Primaria
020148900,Secundaria
020149000,Nivel inicial
020149000,Primaria
020149400,Primaria
020149400,Secundaria
020149600,Secundaria
020149600,No Universitario
020149700,Primaria
020149800,Primaria
020149900,Nivel inicial
020149900,Primaria
020149900,Secundaria
020150000,Primaria
020150100,Secundaria
020150400,Nivel inicial
020150400,Primaria
020150400,Secundaria
020150500,Primaria
020150600,Nivel inicial
020150600,Primaria
020150600,Secundaria
020150600,No Universitario
020150700,Secundaria
020150800,Nivel inicial
020150800,Primaria
020150900,Primaria
020151000,Primaria
020151100,Nivel inicial
020151100,Primaria
020151100,Secundaria
020151200,Secundaria
020151300,Nivel inicial
020151300,Primaria
020151300,Secundaria
020151400,Nivel inicial
020151400,Primaria
020151400,Secundaria
020151600,Primaria
020151700,Secundaria
020151800,Nivel inicial
020151800,Primaria
020151800,Secundaria
020151900,Nivel inicial
020151900,Primaria
020151900,Secundaria
020152000,Nivel inicial
020152000,Primaria
020152000,Secundaria
020152100,Primaria
020152200,Nivel inicial
020152201,Nivel inicial
020152202,Nivel inicial
020152203,Nivel inicial
020152204,Nivel inicial
020152300,Primaria
020152400,Secundaria
020152500,Secundaria
020152600,Primaria
020152700,Secundaria
020153000,Nivel inicial
020153000,Primaria
020153000,Secundaria
020153100,Secundaria
020153200,Primaria
020153300,Primaria
020153400,Nivel inicial
020153400,Primaria
020153400,Secundaria
020153400,No Universitario
020153500,Nivel inicial
020153500,Primaria
020153600,Primaria
020153800,Nivel inicial
020153800,Primaria
020153800,Secundaria
020153900,Primaria
020154000,Primaria
020154100,Primaria
020154400,Nivel inicial
020154401,Nivel inicial
020154402,Nivel inicial
020154403,Nivel inicial
020154500,Nivel inicial
020154501,Nivel inicial
020154503,Nivel inicial
020154600,Primaria
020154800,Primaria
020154900,Primaria
020155100,Nivel inicial
020155101,Nivel inicial
020155102,Nivel inicial
020155200,Nivel inicial
020155300,Secundaria
020155400,Nivel inicial
020155401,Nivel inicial
020155500,Primaria
020155800,No Universitario
020155900,Primaria
020156300,Nivel inicial
020156300,Primaria
020156300,Secundaria
020156500,Primaria
020156700,Nivel inicial
020156700,Primaria
020156700,Secundaria
020156900,Nivel inicial
020156902,Nivel inicial
020156903,Nivel inicial
020157000,Primaria
020157100,Primaria
020157200,Primaria
020157400,Nivel inicial
020157401,Nivel inicial
020157402,Nivel inicial
020157403,Nivel inicial
020157500,Primaria
020157700,No Universitario
020158000,Primaria
020158100,Primaria
020158300,Nivel inicial
020158301,Nivel inicial
020158400,Primaria
020158500,Primaria
020158600,Nivel inicial
020158600,Primaria
020158600,Secundaria
020158700,Nivel inicial
020158701,Nivel inicial
020158702,Nivel inicial
020158800,Primaria
020158900,Primaria
020159100,Primaria
020159200,Nivel inicial
020159201,Nivel inicial
020159202,Nivel inicial
020159203,Nivel inicial
020159204,Nivel inicial
020159205,Nivel inicial
020159300,Nivel inicial
020159301,Nivel inicial
020159302,Nivel inicial
020159500,Nivel inicial
020159502,Nivel inicial
020159600,Nivel inicial
020159601,Nivel inicial
020159602,Nivel inicial
020159700,Nivel inicial
020159701,Nivel inicial
020159702,Nivel inicial
020159703,Nivel inicial
020160000,Primaria
020160100,Nivel inicial
020160101,Nivel inicial
020160102,Nivel inicial
020160200,Primaria
020160300,No Universitario
020160500,No Universitario
020161000,Nivel inicial
020161000,Primaria
020161000,Secundaria
020161100,Nivel inicial
020161100,Primaria
020161100,Secundaria
020161500,Nivel inicial
020161500,Primaria
020161600,Secundaria
020161800,Primaria
020162100,Nivel inicial
020162700,Nivel inicial
020162900,Nivel inicial
020162900,Primaria
020162900,Secundaria
020163100,No Universitario
020163700,Primaria
020163800,Nivel inicial
020163801,Nivel inicial
020163802,Nivel inicial
020163803,Nivel inicial
020163804,Nivel inicial
020163900,Primaria
020164000,Primaria
020164400,No Universitario
020164600,Nivel inicial
020164600,Primaria
020164600,Secundaria
020164800,Primaria
020164900,No Universitario
020165000,Nivel inicial
020165200,Primaria
020165300,Nivel inicial
020165301,Nivel inicial
020165302,Nivel inicial
020165303,Nivel inicial
020165600,Nivel inicial
020165600,Primaria
020165800,Nivel inicial
020165801,Nivel inicial
020165802,Nivel inicial
020165900,Primaria
020166000,Primaria
020166100,Primaria
020166200,Primaria
020166500,Primaria
020166600,Nivel inicial
020166700,No Universitario
020167100,Secundaria
020167300,Nivel inicial
020167300,Primaria
020167300,Secundaria
020167500,Nivel inicial
020167500,Primaria
020167500,Secundaria
020167600,Primaria
020167700,Primaria
020167800,Primaria
020167900,Primaria
020168000,Nivel inicial
020168000,Primaria
020168100,Nivel inicial
020168100,Primaria
020168100,Secundaria
020168200,Primaria
020168300,Primaria
020168400,Nivel inicial
020168500,Nivel inicial
020168500,Primaria
020168500,Secundaria
020168500,No Universitario
020168600,Primaria
020168700,Primaria
020168800,Nivel inicial
020168800,Primaria
020168800,Secundaria
020168900,Nivel inicial
020168900,Primaria
020168900,Secundaria
020169000,Nivel inicial
020169000,Primaria
020169000,Secundaria
020169100,Nivel inicial
020169100,Primaria
020169100,Secundaria
020169200,Nivel inicial
020169203,Nivel inicial
020169204,Nivel inicial
020169300,Nivel inicial
020169300,Primaria
020169300,Secundaria
020169300,No Universitario
020169400,Secundaria
020169600,Nivel inicial
020169600,Primaria
020169600,Secundaria
020169700,Nivel inicial
020169800,Primaria
020169900,Nivel inicial
020169900,Primaria
020169900,Secundaria
020170000,Nivel inicial
020170000,Primaria
020170000,Secundaria
020170100,Secundaria
020170200,Nivel inicial
020170200,Primaria
020170200,Secundaria
020170300,Nivel inicial
020170300,Primaria
020170300,Secundaria
020170500,Nivel inicial
020170500,Primaria
020170500,Secundaria
020170500,No Universitario
